Datekey,Year,Month,Month Name,Start of Month,Quarter,Quarter Name,Week of Year,Start of Week,Day of Week,Day Name,Weekend Flag,IsWeekend
2022-10-01 00:00:00.000,2022,10,"October",2022-10-01 00:00:00.000,4,"4Q",40,2022-09-25 00:00:00.000,6,"Sat",1,"Weekend"
2022-10-08 00:00:00.000,2022,10,"October",2022-10-01 00:00:00.000,4,"4Q",41,2022-10-02 00:00:00.000,6,"Sat",1,"Weekend"
2022-10-15 00:00:00.000,2022,10,"October",2022-10-01 00:00:00.000,4,"4Q",42,2022-10-09 00:00:00.000,6,"Sat",1,"Weekend"
2022-10-22 00:00:00.000,2022,10,"October",2022-10-01 00:00:00.000,4,"4Q",43,2022-10-16 00:00:00.000,6,"Sat",1,"Weekend"
2022-10-29 00:00:00.000,2022,10,"October",2022-10-01 00:00:00.000,4,"4Q",44,2022-10-23 00:00:00.000,6,"Sat",1,"Weekend"
2022-11-05 00:00:00.000,2022,11,"November",2022-11-01 00:00:00.000,4,"4Q",45,2022-10-30 00:00:00.000,6,"Sat",1,"Weekend"
2022-11-12 00:00:00.000,2022,11,"November",2022-11-01 00:00:00.000,4,"4Q",46,2022-11-06 00:00:00.000,6,"Sat",1,"Weekend"
2022-11-19 00:00:00.000,2022,11,"November",2022-11-01 00:00:00.000,4,"4Q",47,2022-11-13 00:00:00.000,6,"Sat",1,"Weekend"
2022-11-26 00:00:00.000,2022,11,"November",2022-11-01 00:00:00.000,4,"4Q",48,2022-11-20 00:00:00.000,6,"Sat",1,"Weekend"
2022-12-03 00:00:00.000,2022,12,"December",2022-12-01 00:00:00.000,4,"4Q",49,2022-11-27 00:00:00.000,6,"Sat",1,"Weekend"
2022-12-10 00:00:00.000,2022,12,"December",2022-12-01 00:00:00.000,4,"4Q",50,2022-12-04 00:00:00.000,6,"Sat",1,"Weekend"
2022-12-17 00:00:00.000,2022,12,"December",2022-12-01 00:00:00.000,4,"4Q",51,2022-12-11 00:00:00.000,6,"Sat",1,"Weekend"
2022-12-24 00:00:00.000,2022,12,"December",2022-12-01 00:00:00.000,4,"4Q",52,2022-12-18 00:00:00.000,6,"Sat",1,"Weekend"
2022-12-31 00:00:00.000,2022,12,"December",2022-12-01 00:00:00.000,4,"4Q",53,2022-12-25 00:00:00.000,6,"Sat",1,"Weekend"
2023-10-07 00:00:00.000,2023,10,"October",2023-10-01 00:00:00.000,4,"4Q",40,2023-10-01 00:00:00.000,6,"Sat",1,"Weekend"
2023-10-14 00:00:00.000,2023,10,"October",2023-10-01 00:00:00.000,4,"4Q",41,2023-10-08 00:00:00.000,6,"Sat",1,"Weekend"
2023-10-21 00:00:00.000,2023,10,"October",2023-10-01 00:00:00.000,4,"4Q",42,2023-10-15 00:00:00.000,6,"Sat",1,"Weekend"
2023-10-28 00:00:00.000,2023,10,"October",2023-10-01 00:00:00.000,4,"4Q",43,2023-10-22 00:00:00.000,6,"Sat",1,"Weekend"
2023-11-04 00:00:00.000,2023,11,"November",2023-11-01 00:00:00.000,4,"4Q",44,2023-10-29 00:00:00.000,6,"Sat",1,"Weekend"
2023-11-11 00:00:00.000,2023,11,"November",2023-11-01 00:00:00.000,4,"4Q",45,2023-11-05 00:00:00.000,6,"Sat",1,"Weekend"
2023-11-18 00:00:00.000,2023,11,"November",2023-11-01 00:00:00.000,4,"4Q",46,2023-11-12 00:00:00.000,6,"Sat",1,"Weekend"
2023-11-25 00:00:00.000,2023,11,"November",2023-11-01 00:00:00.000,4,"4Q",47,2023-11-19 00:00:00.000,6,"Sat",1,"Weekend"
2023-12-02 00:00:00.000,2023,12,"December",2023-12-01 00:00:00.000,4,"4Q",48,2023-11-26 00:00:00.000,6,"Sat",1,"Weekend"
2023-12-09 00:00:00.000,2023,12,"December",2023-12-01 00:00:00.000,4,"4Q",49,2023-12-03 00:00:00.000,6,"Sat",1,"Weekend"
2023-12-16 00:00:00.000,2023,12,"December",2023-12-01 00:00:00.000,4,"4Q",50,2023-12-10 00:00:00.000,6,"Sat",1,"Weekend"
2023-12-23 00:00:00.000,2023,12,"December",2023-12-01 00:00:00.000,4,"4Q",51,2023-12-17 00:00:00.000,6,"Sat",1,"Weekend"
2023-12-30 00:00:00.000,2023,12,"December",2023-12-01 00:00:00.000,4,"4Q",52,2023-12-24 00:00:00.000,6,"Sat",1,"Weekend"
2017-04-01 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",13,2017-03-26 00:00:00.000,6,"Sat",1,"Weekend"
2017-04-08 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",14,2017-04-02 00:00:00.000,6,"Sat",1,"Weekend"
2017-04-15 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",15,2017-04-09 00:00:00.000,6,"Sat",1,"Weekend"
2017-04-22 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",16,2017-04-16 00:00:00.000,6,"Sat",1,"Weekend"
2017-04-29 00:00:00.000,2017,4,"April",2017-04-01 00:00:00.000,2,"2Q",17,2017-04-23 00:00:00.000,6,"Sat",1,"Weekend"
2017-05-06 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",18,2017-04-30 00:00:00.000,6,"Sat",1,"Weekend"
2017-05-13 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",19,2017-05-07 00:00:00.000,6,"Sat",1,"Weekend"
2017-05-20 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",20,2017-05-14 00:00:00.000,6,"Sat",1,"Weekend"
2017-05-27 00:00:00.000,2017,5,"May",2017-05-01 00:00:00.000,2,"2Q",21,2017-05-21 00:00:00.000,6,"Sat",1,"Weekend"
2017-06-03 00:00:00.000,2017,6,"June",2017-06-01 00:00:00.000,2,"2Q",22,2017-05-28 00:00:00.000,6,"Sat",1,"Weekend"
2017-06-10 00:00:00.000,2017,6,"June",2017-06-01 00:00:00.000,2,"2Q",23,2017-06-04 00:00:00.000,6,"Sat",1,"Weekend"
2017-06-17 00:00:00.000,2017,6,"June",2017-06-01 00:00:00.000,2,"2Q",24,2017-06-11 00:00:00.000,6,"Sat",1,"Weekend"
2017-06-24 00:00:00.000,2017,6,"June",2017-06-01 00:00:00.000,2,"2Q",25,2017-06-18 00:00:00.000,6,"Sat",1,"Weekend"
2018-04-07 00:00:00.000,2018,4,"April",2018-04-01 00:00:00.000,2,"2Q",14,2018-04-01 00:00:00.000,6,"Sat",1,"Weekend"
2018-04-14 00:00:00.000,2018,4,"April",2018-04-01 00:00:00.000,2,"2Q",15,2018-04-08 00:00:00.000,6,"Sat",1,"Weekend"
2018-04-21 00:00:00.000,2018,4,"April",2018-04-01 00:00:00.000,2,"2Q",16,2018-04-15 00:00:00.000,6,"Sat",1,"Weekend"
2018-04-28 00:00:00.000,2018,4,"April",2018-04-01 00:00:00.000,2,"2Q",17,2018-04-22 00:00:00.000,6,"Sat",1,"Weekend"
2018-05-05 00:00:00.000,2018,5,"May",2018-05-01 00:00:00.000,2,"2Q",18,2018-04-29 00:00:00.000,6,"Sat",1,"Weekend"
2018-05-12 00:00:00.000,2018,5,"May",2018-05-01 00:00:00.000,2,"2Q",19,2018-05-06 00:00:00.000,6,"Sat",1,"Weekend"
2018-05-19 00:00:00.000,2018,5,"May",2018-05-01 00:00:00.000,2,"2Q",20,2018-05-13 00:00:00.000,6,"Sat",1,"Weekend"
2018-05-26 00:00:00.000,2018,5,"May",2018-05-01 00:00:00.000,2,"2Q",21,2018-05-20 00:00:00.000,6,"Sat",1,"Weekend"
2018-06-02 00:00:00.000,2018,6,"June",2018-06-01 00:00:00.000,2,"2Q",22,2018-05-27 00:00:00.000,6,"Sat",1,"Weekend"
2018-06-09 00:00:00.000,2018,6,"June",2018-06-01 00:00:00.000,2,"2Q",23,2018-06-03 00:00:00.000,6,"Sat",1,"Weekend"
2018-06-16 00:00:00.000,2018,6,"June",2018-06-01 00:00:00.000,2,"2Q",24,2018-06-10 00:00:00.000,6,"Sat",1,"Weekend"
2018-06-23 00:00:00.000,2018,6,"June",2018-06-01 00:00:00.000,2,"2Q",25,2018-06-17 00:00:00.000,6,"Sat",1,"Weekend"
2018-06-30 00:00:00.000,2018,6,"June",2018-06-01 00:00:00.000,2,"2Q",26,2018-06-24 00:00:00.000,6,"Sat",1,"Weekend"
2019-04-06 00:00:00.000,2019,4,"April",2019-04-01 00:00:00.000,2,"2Q",14,2019-03-31 00:00:00.000,6,"Sat",1,"Weekend"
2019-04-13 00:00:00.000,2019,4,"April",2019-04-01 00:00:00.000,2,"2Q",15,2019-04-07 00:00:00.000,6,"Sat",1,"Weekend"
2019-04-20 00:00:00.000,2019,4,"April",2019-04-01 00:00:00.000,2,"2Q",16,2019-04-14 00:00:00.000,6,"Sat",1,"Weekend"
2019-04-27 00:00:00.000,2019,4,"April",2019-04-01 00:00:00.000,2,"2Q",17,2019-04-21 00:00:00.000,6,"Sat",1,"Weekend"
2019-05-04 00:00:00.000,2019,5,"May",2019-05-01 00:00:00.000,2,"2Q",18,2019-04-28 00:00:00.000,6,"Sat",1,"Weekend"
2019-05-11 00:00:00.000,2019,5,"May",2019-05-01 00:00:00.000,2,"2Q",19,2019-05-05 00:00:00.000,6,"Sat",1,"Weekend"
2019-05-18 00:00:00.000,2019,5,"May",2019-05-01 00:00:00.000,2,"2Q",20,2019-05-12 00:00:00.000,6,"Sat",1,"Weekend"
2019-05-25 00:00:00.000,2019,5,"May",2019-05-01 00:00:00.000,2,"2Q",21,2019-05-19 00:00:00.000,6,"Sat",1,"Weekend"
2019-06-01 00:00:00.000,2019,6,"June",2019-06-01 00:00:00.000,2,"2Q",22,2019-05-26 00:00:00.000,6,"Sat",1,"Weekend"
2019-06-08 00:00:00.000,2019,6,"June",2019-06-01 00:00:00.000,2,"2Q",23,2019-06-02 00:00:00.000,6,"Sat",1,"Weekend"
2019-06-15 00:00:00.000,2019,6,"June",2019-06-01 00:00:00.000,2,"2Q",24,2019-06-09 00:00:00.000,6,"Sat",1,"Weekend"
2019-06-22 00:00:00.000,2019,6,"June",2019-06-01 00:00:00.000,2,"2Q",25,2019-06-16 00:00:00.000,6,"Sat",1,"Weekend"
2019-06-29 00:00:00.000,2019,6,"June",2019-06-01 00:00:00.000,2,"2Q",26,2019-06-23 00:00:00.000,6,"Sat",1,"Weekend"
2020-04-04 00:00:00.000,2020,4,"April",2020-04-01 00:00:00.000,2,"2Q",14,2020-03-29 00:00:00.000,6,"Sat",1,"Weekend"
2020-04-11 00:00:00.000,2020,4,"April",2020-04-01 00:00:00.000,2,"2Q",15,2020-04-05 00:00:00.000,6,"Sat",1,"Weekend"
2020-04-18 00:00:00.000,2020,4,"April",2020-04-01 00:00:00.000,2,"2Q",16,2020-04-12 00:00:00.000,6,"Sat",1,"Weekend"
2020-04-25 00:00:00.000,2020,4,"April",2020-04-01 00:00:00.000,2,"2Q",17,2020-04-19 00:00:00.000,6,"Sat",1,"Weekend"
2020-05-02 00:00:00.000,2020,5,"May",2020-05-01 00:00:00.000,2,"2Q",18,2020-04-26 00:00:00.000,6,"Sat",1,"Weekend"
2020-05-09 00:00:00.000,2020,5,"May",2020-05-01 00:00:00.000,2,"2Q",19,2020-05-03 00:00:00.000,6,"Sat",1,"Weekend"
2020-05-16 00:00:00.000,2020,5,"May",2020-05-01 00:00:00.000,2,"2Q",20,2020-05-10 00:00:00.000,6,"Sat",1,"Weekend"
2020-05-23 00:00:00.000,2020,5,"May",2020-05-01 00:00:00.000,2,"2Q",21,2020-05-17 00:00:00.000,6,"Sat",1,"Weekend"
2020-05-30 00:00:00.000,2020,5,"May",2020-05-01 00:00:00.000,2,"2Q",22,2020-05-24 00:00:00.000,6,"Sat",1,"Weekend"
2020-06-06 00:00:00.000,2020,6,"June",2020-06-01 00:00:00.000,2,"2Q",23,2020-05-31 00:00:00.000,6,"Sat",1,"Weekend"
2020-06-13 00:00:00.000,2020,6,"June",2020-06-01 00:00:00.000,2,"2Q",24,2020-06-07 00:00:00.000,6,"Sat",1,"Weekend"
2020-06-20 00:00:00.000,2020,6,"June",2020-06-01 00:00:00.000,2,"2Q",25,2020-06-14 00:00:00.000,6,"Sat",1,"Weekend"
2020-06-27 00:00:00.000,2020,6,"June",2020-06-01 00:00:00.000,2,"2Q",26,2020-06-21 00:00:00.000,6,"Sat",1,"Weekend"
2021-04-03 00:00:00.000,2021,4,"April",2021-04-01 00:00:00.000,2,"2Q",14,2021-03-28 00:00:00.000,6,"Sat",1,"Weekend"
2021-04-10 00:00:00.000,2021,4,"April",2021-04-01 00:00:00.000,2,"2Q",15,2021-04-04 00:00:00.000,6,"Sat",1,"Weekend"
2021-04-17 00:00:00.000,2021,4,"April",2021-04-01 00:00:00.000,2,"2Q",16,2021-04-11 00:00:00.000,6,"Sat",1,"Weekend"
2021-04-24 00:00:00.000,2021,4,"April",2021-04-01 00:00:00.000,2,"2Q",17,2021-04-18 00:00:00.000,6,"Sat",1,"Weekend"
2021-05-01 00:00:00.000,2021,5,"May",2021-05-01 00:00:00.000,2,"2Q",18,2021-04-25 00:00:00.000,6,"Sat",1,"Weekend"
2021-05-08 00:00:00.000,2021,5,"May",2021-05-01 00:00:00.000,2,"2Q",19,2021-05-02 00:00:00.000,6,"Sat",1,"Weekend"
2021-05-15 00:00:00.000,2021,5,"May",2021-05-01 00:00:00.000,2,"2Q",20,2021-05-09 00:00:00.000,6,"Sat",1,"Weekend"
2021-05-22 00:00:00.000,2021,5,"May",2021-05-01 00:00:00.000,2,"2Q",21,2021-05-16 00:00:00.000,6,"Sat",1,"Weekend"
2021-05-29 00:00:00.000,2021,5,"May",2021-05-01 00:00:00.000,2,"2Q",22,2021-05-23 00:00:00.000,6,"Sat",1,"Weekend"
2021-06-05 00:00:00.000,2021,6,"June",2021-06-01 00:00:00.000,2,"2Q",23,2021-05-30 00:00:00.000,6,"Sat",1,"Weekend"
2021-06-12 00:00:00.000,2021,6,"June",2021-06-01 00:00:00.000,2,"2Q",24,2021-06-06 00:00:00.000,6,"Sat",1,"Weekend"
2021-06-19 00:00:00.000,2021,6,"June",2021-06-01 00:00:00.000,2,"2Q",25,2021-06-13 00:00:00.000,6,"Sat",1,"Weekend"
2021-06-26 00:00:00.000,2021,6,"June",2021-06-01 00:00:00.000,2,"2Q",26,2021-06-20 00:00:00.000,6,"Sat",1,"Weekend"
2022-04-02 00:00:00.000,2022,4,"April",2022-04-01 00:00:00.000,2,"2Q",14,2022-03-27 00:00:00.000,6,"Sat",1,"Weekend"
2022-04-09 00:00:00.000,2022,4,"April",2022-04-01 00:00:00.000,2,"2Q",15,2022-04-03 00:00:00.000,6,"Sat",1,"Weekend"
2022-04-16 00:00:00.000,2022,4,"April",2022-04-01 00:00:00.000,2,"2Q",16,2022-04-10 00:00:00.000,6,"Sat",1,"Weekend"
2022-04-23 00:00:00.000,2022,4,"April",2022-04-01 00:00:00.000,2,"2Q",17,2022-04-17 00:00:00.000,6,"Sat",1,"Weekend"
2022-04-30 00:00:00.000,2022,4,"April",2022-04-01 00:00:00.000,2,"2Q",18,2022-04-24 00:00:00.000,6,"Sat",1,"Weekend"
2022-05-07 00:00:00.000,2022,5,"May",2022-05-01 00:00:00.000,2,"2Q",19,2022-05-01 00:00:00.000,6,"Sat",1,"Weekend"
2022-05-14 00:00:00.000,2022,5,"May",2022-05-01 00:00:00.000,2,"2Q",20,2022-05-08 00:00:00.000,6,"Sat",1,"Weekend"
2022-05-21 00:00:00.000,2022,5,"May",2022-05-01 00:00:00.000,2,"2Q",21,2022-05-15 00:00:00.000,6,"Sat",1,"Weekend"
2022-05-28 00:00:00.000,2022,5,"May",2022-05-01 00:00:00.000,2,"2Q",22,2022-05-22 00:00:00.000,6,"Sat",1,"Weekend"
2022-06-04 00:00:00.000,2022,6,"June",2022-06-01 00:00:00.000,2,"2Q",23,2022-05-29 00:00:00.000,6,"Sat",1,"Weekend"
2022-06-11 00:00:00.000,2022,6,"June",2022-06-01 00:00:00.000,2,"2Q",24,2022-06-05 00:00:00.000,6,"Sat",1,"Weekend"
2022-06-18 00:00:00.000,2022,6,"June",2022-06-01 00:00:00.000,2,"2Q",25,2022-06-12 00:00:00.000,6,"Sat",1,"Weekend"
2022-06-25 00:00:00.000,2022,6,"June",2022-06-01 00:00:00.000,2,"2Q",26,2022-06-19 00:00:00.000,6,"Sat",1,"Weekend"
2023-04-01 00:00:00.000,2023,4,"April",2023-04-01 00:00:00.000,2,"2Q",13,2023-03-26 00:00:00.000,6,"Sat",1,"Weekend"
2023-04-08 00:00:00.000,2023,4,"April",2023-04-01 00:00:00.000,2,"2Q",14,2023-04-02 00:00:00.000,6,"Sat",1,"Weekend"
2023-04-15 00:00:00.000,2023,4,"April",2023-04-01 00:00:00.000,2,"2Q",15,2023-04-09 00:00:00.000,6,"Sat",1,"Weekend"
2023-04-22 00:00:00.000,2023,4,"April",2023-04-01 00:00:00.000,2,"2Q",16,2023-04-16 00:00:00.000,6,"Sat",1,"Weekend"
2023-04-29 00:00:00.000,2023,4,"April",2023-04-01 00:00:00.000,2,"2Q",17,2023-04-23 00:00:00.000,6,"Sat",1,"Weekend"
2023-05-06 00:00:00.000,2023,5,"May",2023-05-01 00:00:00.000,2,"2Q",18,2023-04-30 00:00:00.000,6,"Sat",1,"Weekend"
2023-05-13 00:00:00.000,2023,5,"May",2023-05-01 00:00:00.000,2,"2Q",19,2023-05-07 00:00:00.000,6,"Sat",1,"Weekend"
2023-05-20 00:00:00.000,2023,5,"May",2023-05-01 00:00:00.000,2,"2Q",20,2023-05-14 00:00:00.000,6,"Sat",1,"Weekend"
2023-05-27 00:00:00.000,2023,5,"May",2023-05-01 00:00:00.000,2,"2Q",21,2023-05-21 00:00:00.000,6,"Sat",1,"Weekend"
2023-06-03 00:00:00.000,2023,6,"June",2023-06-01 00:00:00.000,2,"2Q",22,2023-05-28 00:00:00.000,6,"Sat",1,"Weekend"
2023-06-10 00:00:00.000,2023,6,"June",2023-06-01 00:00:00.000,2,"2Q",23,2023-06-04 00:00:00.000,6,"Sat",1,"Weekend"
2023-06-17 00:00:00.000,2023,6,"June",2023-06-01 00:00:00.000,2,"2Q",24,2023-06-11 00:00:00.000,6,"Sat",1,"Weekend"
2023-06-24 00:00:00.000,2023,6,"June",2023-06-01 00:00:00.000,2,"2Q",25,2023-06-18 00:00:00.000,6,"Sat",1,"Weekend"
2017-07-01 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",26,2017-06-25 00:00:00.000,6,"Sat",1,"Weekend"
2017-07-08 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",27,2017-07-02 00:00:00.000,6,"Sat",1,"Weekend"
2017-07-15 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",28,2017-07-09 00:00:00.000,6,"Sat",1,"Weekend"
2017-07-22 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",29,2017-07-16 00:00:00.000,6,"Sat",1,"Weekend"
2017-07-29 00:00:00.000,2017,7,"July",2017-07-01 00:00:00.000,3,"3Q",30,2017-07-23 00:00:00.000,6,"Sat",1,"Weekend"
2017-08-05 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",31,2017-07-30 00:00:00.000,6,"Sat",1,"Weekend"
2017-08-12 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",32,2017-08-06 00:00:00.000,6,"Sat",1,"Weekend"
2017-08-19 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",33,2017-08-13 00:00:00.000,6,"Sat",1,"Weekend"
2017-08-26 00:00:00.000,2017,8,"August",2017-08-01 00:00:00.000,3,"3Q",34,2017-08-20 00:00:00.000,6,"Sat",1,"Weekend"
2017-09-02 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",35,2017-08-27 00:00:00.000,6,"Sat",1,"Weekend"
2017-09-09 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",36,2017-09-03 00:00:00.000,6,"Sat",1,"Weekend"
2017-09-16 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",37,2017-09-10 00:00:00.000,6,"Sat",1,"Weekend"
2017-09-23 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",38,2017-09-17 00:00:00.000,6,"Sat",1,"Weekend"
2017-09-30 00:00:00.000,2017,9,"September",2017-09-01 00:00:00.000,3,"3Q",39,2017-09-24 00:00:00.000,6,"Sat",1,"Weekend"
2018-07-07 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",27,2018-07-01 00:00:00.000,6,"Sat",1,"Weekend"
2018-07-14 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",28,2018-07-08 00:00:00.000,6,"Sat",1,"Weekend"
2018-07-21 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",29,2018-07-15 00:00:00.000,6,"Sat",1,"Weekend"
2018-07-28 00:00:00.000,2018,7,"July",2018-07-01 00:00:00.000,3,"3Q",30,2018-07-22 00:00:00.000,6,"Sat",1,"Weekend"
2018-08-04 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",31,2018-07-29 00:00:00.000,6,"Sat",1,"Weekend"
2018-08-11 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",32,2018-08-05 00:00:00.000,6,"Sat",1,"Weekend"
2018-08-18 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",33,2018-08-12 00:00:00.000,6,"Sat",1,"Weekend"
2018-08-25 00:00:00.000,2018,8,"August",2018-08-01 00:00:00.000,3,"3Q",34,2018-08-19 00:00:00.000,6,"Sat",1,"Weekend"
2018-09-01 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",35,2018-08-26 00:00:00.000,6,"Sat",1,"Weekend"
2018-09-08 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",36,2018-09-02 00:00:00.000,6,"Sat",1,"Weekend"
2018-09-15 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",37,2018-09-09 00:00:00.000,6,"Sat",1,"Weekend"
2018-09-22 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",38,2018-09-16 00:00:00.000,6,"Sat",1,"Weekend"
2018-09-29 00:00:00.000,2018,9,"September",2018-09-01 00:00:00.000,3,"3Q",39,2018-09-23 00:00:00.000,6,"Sat",1,"Weekend"
2019-07-06 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",27,2019-06-30 00:00:00.000,6,"Sat",1,"Weekend"
2019-07-13 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",28,2019-07-07 00:00:00.000,6,"Sat",1,"Weekend"
2019-07-20 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",29,2019-07-14 00:00:00.000,6,"Sat",1,"Weekend"
2019-07-27 00:00:00.000,2019,7,"July",2019-07-01 00:00:00.000,3,"3Q",30,2019-07-21 00:00:00.000,6,"Sat",1,"Weekend"
2019-08-03 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",31,2019-07-28 00:00:00.000,6,"Sat",1,"Weekend"
2019-08-10 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",32,2019-08-04 00:00:00.000,6,"Sat",1,"Weekend"
2019-08-17 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",33,2019-08-11 00:00:00.000,6,"Sat",1,"Weekend"
2019-08-24 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",34,2019-08-18 00:00:00.000,6,"Sat",1,"Weekend"
2019-08-31 00:00:00.000,2019,8,"August",2019-08-01 00:00:00.000,3,"3Q",35,2019-08-25 00:00:00.000,6,"Sat",1,"Weekend"
2019-09-07 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",36,2019-09-01 00:00:00.000,6,"Sat",1,"Weekend"
2019-09-14 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",37,2019-09-08 00:00:00.000,6,"Sat",1,"Weekend"
2019-09-21 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",38,2019-09-15 00:00:00.000,6,"Sat",1,"Weekend"
2019-09-28 00:00:00.000,2019,9,"September",2019-09-01 00:00:00.000,3,"3Q",39,2019-09-22 00:00:00.000,6,"Sat",1,"Weekend"
2020-07-04 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",27,2020-06-28 00:00:00.000,6,"Sat",1,"Weekend"
2020-07-11 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",28,2020-07-05 00:00:00.000,6,"Sat",1,"Weekend"
2020-07-18 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",29,2020-07-12 00:00:00.000,6,"Sat",1,"Weekend"
2020-07-25 00:00:00.000,2020,7,"July",2020-07-01 00:00:00.000,3,"3Q",30,2020-07-19 00:00:00.000,6,"Sat",1,"Weekend"
2020-08-01 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",31,2020-07-26 00:00:00.000,6,"Sat",1,"Weekend"
2020-08-08 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",32,2020-08-02 00:00:00.000,6,"Sat",1,"Weekend"
2020-08-15 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",33,2020-08-09 00:00:00.000,6,"Sat",1,"Weekend"
2020-08-22 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",34,2020-08-16 00:00:00.000,6,"Sat",1,"Weekend"
2020-08-29 00:00:00.000,2020,8,"August",2020-08-01 00:00:00.000,3,"3Q",35,2020-08-23 00:00:00.000,6,"Sat",1,"Weekend"
2020-09-05 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",36,2020-08-30 00:00:00.000,6,"Sat",1,"Weekend"
2020-09-12 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",37,2020-09-06 00:00:00.000,6,"Sat",1,"Weekend"
2020-09-19 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",38,2020-09-13 00:00:00.000,6,"Sat",1,"Weekend"
2020-09-26 00:00:00.000,2020,9,"September",2020-09-01 00:00:00.000,3,"3Q",39,2020-09-20 00:00:00.000,6,"Sat",1,"Weekend"
2021-07-03 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",27,2021-06-27 00:00:00.000,6,"Sat",1,"Weekend"
2021-07-10 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",28,2021-07-04 00:00:00.000,6,"Sat",1,"Weekend"
2021-07-17 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",29,2021-07-11 00:00:00.000,6,"Sat",1,"Weekend"
2021-07-24 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",30,2021-07-18 00:00:00.000,6,"Sat",1,"Weekend"
2021-07-31 00:00:00.000,2021,7,"July",2021-07-01 00:00:00.000,3,"3Q",31,2021-07-25 00:00:00.000,6,"Sat",1,"Weekend"
2021-08-07 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",32,2021-08-01 00:00:00.000,6,"Sat",1,"Weekend"
2021-08-14 00:00:00.000,2021,8,"August",2021-08-01 00:00:00.000,3,"3Q",33,2021-08-08 00:00:00.000,6,"Sat",1,"Weekend"
